created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Tue Mar 05 07:00:16 +0000 2024;1,76491E+18;"tasya farasya approved emg gapernah gagal ya😭🙏🏻  akhirnya aku cobain shampoo ini dan ngurangin rambut rontok + ketombe :) {mu} https://t.co/jK0gDqdVZH""";0;0;0;0;in;8,66802E+17;1,76491E+18;womanfeeds_id;https://twitter.com/womanfeeds_id/status/1764908771158200376
Tue Mar 05 06:48:44 +0000 2024;1,76491E+18;STOP SCROLLING‼️  buat kalian yang punya permasalahan komedo, bruntusan, jerawat, bahkan kulit kusam, plisssss kalian wajib cobain ini! 👀🫶🏻 owh iyh.. tasya farasya approved juga🥹❤️  #racuninmasker  from this                                    to this https://t.co/DQEO70xNlf;0;1;4;4;in;1,29061E+18;1,76491E+18;bo0chill;https://twitter.com/bo0chill/status/1764905871379943649
Tue Mar 05 03:33:28 +0000 2024;1,76486E+18;Cek [Tasya Farasya Approved] SKINTIFIC MSH Niacinamide Brightening Moisturizer Glowing Moisture Gel 30g Alpha Arbutin Cream Pemutih Wajah dengan harga Rp125.000. Dapatkan di Shopee sekarang! https://t.co/miyaC6jiXV https://t.co/amfbJIL92S;0;0;0;1;in;1,68959E+18;1,76486E+18;leni120045;https://twitter.com/leni120045/status/1764856729404391711
Tue Mar 05 03:33:08 +0000 2024;1,76486E+18;Mana nih yang nungguin pengumuman? Enaknya kapan yaaa?👀;0;25;7;31;in;1,4587E+18;1,76486E+18;mopbeauty;https://twitter.com/mopbeauty/status/1764856645899923796
Tue Mar 05 03:24:10 +0000 2024;1,76485E+18;Cek [TASYA FARASYA APPROVED] SOMETHINC Calm Down! Skinpair R-Cover Cream Moisturizer - (Madagascar Centella Asiatica, Skin Barrier, Kulit Sensitif, Kulit Iritasi) dengan harga Rp129.000. Dapatkan di Shopee sekarang! https://t.co/pTntuitRdL https://t.co/h8CYPcMBqr;0;0;0;0;in;1,4319E+18;1,76485E+18;lalalaririri_;https://twitter.com/lalalaririri_/status/1764854389494435953
Tue Mar 05 02:59:54 +0000 2024;1,76485E+18;@meelofarts Wkwkwkwk tasya farasya kali ah;0;0;0;0;in;148632630;1,76466E+18;acipanser;https://twitter.com/acipanser/status/1764848280490627263
Mon Mar 04 23:46:34 +0000 2024;1,7648E+18;@chxmxhc tau guah, masa tasya farasya;0;1;0;0;in;1,73448E+18;1,7648E+18;itsyagirlvan;https://twitter.com/itsyagirlvan/status/1764799630234005777
Mon Mar 04 15:58:04 +0000 2024;1,76468E+18;Keanu &amp  Tasya Farasya.;0;0;0;0;in;1,34303E+18;1,76468E+18;ryoSoekuna;https://twitter.com/ryoSoekuna/status/1764681727581323341
Mon Mar 04 15:14:09 +0000 2024;1,76467E+18;[Tasya Farasya Approved] SKINTIFIC MSH Niacinamide Brightening Moisturizer Glowing Moisture Gel 30g Alpha Arbutin Cream Pemutih Wajah  https://t.co/BX3Zppbw2m https://t.co/XyBgyF5AgZ;0;0;0;0;in;138309608;1,76467E+18;PathitZhy;https://twitter.com/PathitZhy/status/1764670676080922879
Mon Mar 04 15:11:35 +0000 2024;1,76467E+18;@huhyjennai Tiap ada kupu kupu aku inget tasya farasya😭;0;0;0;0;in;1,72028E+18;1,76467E+18;annanaaaa_NM;https://twitter.com/annanaaaa_NM/status/1764670026819457309
Mon Mar 04 15:10:36 +0000 2024;1,76467E+18;@ohmybeautybank Yang di approved tasya farasya dong https://t.co/H4llASXNey;0;0;0;0;in;1,00964E+18;1,76467E+18;snowputr;https://twitter.com/snowputr/status/1764669783239463177
Mon Mar 04 14:00:40 +0000 2024;1,76465E+18;Ka tasya farasya kamu liat twit aku yang ini ya.... AHAHAHA https://t.co/VjVjRe98sO;0;0;0;0;in;1,23828E+18;1,76304E+18;icepurplej;https://twitter.com/icepurplej/status/1764652182220292535
Mon Mar 04 12:34:54 +0000 2024;1,76463E+18;@rurulistyana ini tasya farasya approved;0;0;0;0;in;1,26202E+18;1,76384E+18;caramanlatte;https://twitter.com/caramanlatte/status/1764630597002199058
Mon Mar 04 12:25:53 +0000 2024;1,76463E+18;Tasya farasya cakep bgt;0;0;0;0;in;9,79407E+17;1,76463E+18;Sarbiebzzz;https://twitter.com/Sarbiebzzz/status/1764628328185794919
Mon Mar 04 11:10:17 +0000 2024;1,76461E+18;@pacarthitipoom YA MAKSUD GUE TUH NARAVIT SAMA TASYA FARASYA KORELASINYA APA😭;0;1;0;0;in;1,33297E+18;1,7646E+18;dae___gu;https://twitter.com/dae___gu/status/1764609304798306309
Mon Mar 04 10:53:22 +0000 2024;1,76461E+18;[Tasya Farasya Approved] SKINTIFIC MSH Niacinamide Brightening Moisturizer Glowing Moisture Gel 30g Alpha Arbutin Cream Pemutih Wajah    Rp125.000.   https://t.co/33FOza8Rxt https://t.co/R4O6373PmH;0;0;0;0;in;1,28544E+18;1,76461E+18;ladyb2504;https://twitter.com/ladyb2504/status/1764605046967423333
Mon Mar 04 10:46:39 +0000 2024;1,7646E+18;[Tasya Farasya Approved] SKINTIFIC MSH Niacinamide Brightening Moisturizer Glowing Moisture Gel 30g Alpha Arbutin Cream Pemutih Wajah  Rp125.000.    https://t.co/kxWZicwagb https://t.co/k1lIz9593f;0;0;0;0;in;1,28544E+18;1,7646E+18;ladyb2504;https://twitter.com/ladyb2504/status/1764603355912134853
Mon Mar 04 05:38:07 +0000 2024;1,76453E+18;Temukan dan dapatkan [Tasya Farasya Approved] SKINTIFIC MSH Niacinamide Brightening Moisturizer Glowing Moisture Gel 30g Alpha Arbutin Cream Pemutih Wajah hanya Rp125.000 di Shopee sekarang juga! https://t.co/4CAFfdRxd6 #ShopeeID https://t.co/RAqPccqYzR;0;0;0;1;in;547464587;1,76453E+18;febriinspirit;https://twitter.com/febriinspirit/status/1764525712466416119
Mon Mar 04 05:02:01 +0000 2024;1,76452E+18;💫Barenbliss Korean Roll To Volume Mascara  Mascara favorittt bangett karena murah dan super bagus bikin bulmat bervolume.   udah waterproof, smudgeproff, ga bikin clumpy, packagingnya gemess, ga heran kalo mascara ini approve sama Tasya Farasya  👉🏻 https://t.co/S8FRuBrS7M https://t.co/IWL7swD3yf;0;1;0;2;in;1,68854E+18;1,76452E+18;cookiewmilkk;https://twitter.com/cookiewmilkk/status/1764516626492428746
Mon Mar 04 04:13:28 +0000 2024;1,7645E+18;11. Carl &amp  claire dancing with my shadow (rekomendasi parfum lokal tasya farasya) ✨  Link parfum https://t.co/x686YLWx4S  ✨ Rating 4.9 ✨ https://t.co/aIrWGJZuNb;0;1;0;1;in;1,21204E+18;1,7645E+18;reviewhaul;https://twitter.com/reviewhaul/status/1764504408350745020
Mon Mar 04 04:10:35 +0000 2024;1,7645E+18;02. Sansoe Lignum (rekomendasi tasya farasya wanginya kaya parfum jutaan ) ✨  Link parfum https://t.co/ld8FpBRtdK  ✨ Rating 5 ✨ https://t.co/ayTvSaLknx;0;1;1;4;in;1,21204E+18;1,7645E+18;reviewhaul;https://twitter.com/reviewhaul/status/1764503683763740845
Mon Mar 04 03:00:23 +0000 2024;1,76449E+18;@pweetynxi @ohmybeautybank racun tasya farasya ga pernal gagal 😉;0;0;0;0;in;1,22318E+18;1,76377E+18;deorex_official;https://twitter.com/deorex_official/status/1764486015161676163
Mon Mar 04 02:54:37 +0000 2024;1,76448E+18;Pilar kulit cerah, lembab dan wangi. Pake body serum favorite Tasya Farasya xixixi siapa yg di sini sering naik motor juga, pasti tangannya belang deh mau pake sarung tangan setebel apapun tetep belang😭🙃   Kalo kalian lagi nyari body serum yang recommended pls cobain ini😼👍🏻 https://t.co/8fDzr3q5qb;0;6;21;30;in;464518376;1,76448E+18;keshikiayame;https://twitter.com/keshikiayame/status/1764484566369358078
Mon Mar 04 01:34:47 +0000 2024;1,76446E+18;wts concealer MOP mother of pearl tasya farasya shade MH1 medium skin warm undertone  🦋81k 🦋dijual karna salah shade, baru di swatch doang  🦋bisa shopee freeong &amp  req shopee video 🦋cilacap https://t.co/NbGgiVG642;0;0;0;0;in;1,24317E+18;1,76446E+18;2212___00;https://twitter.com/2212___00/status/1764464473895850036
Mon Mar 04 00:34:25 +0000 2024;1,76445E+18;Cek MOP - So X-TRA! Peptides Sunscreen Foundation SPF 40 PA ++ [Made by Tasya Farasya]  Skintin Shopee Event Sale 3.3 Gratis Free Ongkir CO dengan harga Rp116.532. Dapatkan di Shopee sekarang! https://t.co/YkRtGEmqLc https://t.co/bUj1Kl3l8S;0;0;0;0;in;1,64745E+18;1,76445E+18;813hi_nana;https://twitter.com/813hi_nana/status/1764449281946329196
Sun Mar 03 16:20:04 +0000 2024;1,76432E+18;Dari semua tasya farasya approved, paling suka produk iniii😭 beneran glowing tiap pake, padahal ada jerawat gede2;0;0;0;0;in;405449751;1,76432E+18;listenupayo;https://twitter.com/listenupayo/status/1764324873772683417
Sun Mar 03 14:38:16 +0000 2024;1,7643E+18;tasya farasya lama2 dipandang mirip kendal jenner jugak🥶🔥;0;0;0;0;in;754374696;1,7643E+18;xoxote_vol_2;https://twitter.com/xoxote_vol_2/status/1764299255949500638
Sun Mar 03 13:00:49 +0000 2024;1,76427E+18;Cek MOP - Cover Age High Coverage Creamy Concealer [Made by Tasya Farasya] dengan harga Rp92.722. Dapatkan di Shopee sekarang! https://t.co/fR4MC2gG4z https://t.co/aG4kr9cWLx;0;0;0;0;in;1,4319E+18;1,76427E+18;lalalaririri_;https://twitter.com/lalalaririri_/status/1764274730922819991
Sun Mar 03 12:41:23 +0000 2024;1,76427E+18;@ticiszz Baca wee, kalo ada approve dari tasya farasya itu bisa dipercaya @aerirae siapa tau lebih murah dari yang kemarem;0;1;0;0;in;1,38304E+18;1,76408E+18;Nabellalia1;https://twitter.com/Nabellalia1/status/1764269839940817179
Sun Mar 03 12:10:18 +0000 2024;1,76426E+18;@staurrynight @ohmybeautybank Minimal captainbdg approved maksimal tasya farasya approved😇;0;1;0;0;in;8,58096E+17;1,76426E+18;captainbdg;https://twitter.com/captainbdg/status/1764262020285858062
Sun Mar 03 12:09:08 +0000 2024;1,76426E+18;@xtradelight @ohmybeautybank Hahaha curiga bgt ya, takut kena. Btw aku pakai marina difoto sm sabun yg direview tasya farasya itu 1 bulan bikin cerah sih;0;1;0;0;in;1,08806E+18;1,76394E+18;oblieviatte;https://twitter.com/oblieviatte/status/1764261726835634371
Sun Mar 03 10:15:41 +0000 2024;1,76423E+18;itu nivea post shave balm dipake as primer (semacam hacks). template orang makeup jaman dulu itu-itu aja produknya krn blm sevariatif sekarang. inget bgt dulu beli coty airspun grgr stefany talita wqwq. trs dulu tasya farasya suka bgt kat von d contour palette.;0;1;0;0;in;1,32211E+18;1,76423E+18;didyofthevall6y;https://twitter.com/didyofthevall6y/status/1764233175348445187
Sun Mar 03 10:02:26 +0000 2024;1,76423E+18;Siapa punya rambut lepek dan rontok?! Setiap hari harus keramas? ☝🏻  Awalnya aku pikir produk ini cuma ‘shampo biasa’ ternyata… pantes sih sering sold out &amp  tasya farasya approved, karena emg sengaruh itu di rambut lepek aku &amp  harganya juga murah?!   — #racuninhaircare https://t.co/NZ89Dz6Tfb;1;17;243;253;in;1,37276E+18;1,76423E+18;angelictorns;https://twitter.com/angelictorns/status/1764229842663592366
Sun Mar 03 09:07:30 +0000 2024;1,76422E+18;semoga tanganku besok selasa dan jumat bisa ajaib kaya tasya farasya;0;1;0;0;in;1,35695E+18;1,76422E+18;yutimmyy;https://twitter.com/yutimmyy/status/1764216015725236648
Sun Mar 03 05:15:35 +0000 2024;1,76416E+18;‼️ info promo ‼️ SLEEPING MASK SATURDAY LOOKS BANTING HARGA! cmn 30k 🤯  expired jauhh, feb 2025!  fyi, tasya farasya's approved loh xixi ayo buruan di gasssss  🛒 https://t.co/WEHSNKakLM https://t.co/Yff2dJoMKX;0;0;0;1;in;1,3945E+18;1,76416E+18;thedawndell;https://twitter.com/thedawndell/status/1764157651120988367
Sun Mar 03 03:37:37 +0000 2024;1,76413E+18;@ohmybeautybank somethinc hangover, bagus bgt walaupun diapusnya susah bgt tp aku uda nemuin micellar water tasya farasya approved jd gampang deh diapuss😃👏🏻;0;1;1;1;in;1,08698E+18;1,76413E+18;prittyjiy;https://twitter.com/prittyjiy/status/1764132997685813264
Sun Mar 03 03:32:35 +0000 2024;1,76413E+18;Temukan dan dapatkan [TASYA FARASYA APPROVED]  SOMETHINC Diamond Phyto Stem Cell Serum - Serum Diamond untuk Kulit Berkilau dan Cerah hanya Rp139.000 di Shopee sekarang juga! https://t.co/3mqcjPyVK1 #ShopeeID https://t.co/kRXoC3MMDd;0;0;0;0;in;2831836117;1,76413E+18;hasanwjy66;https://twitter.com/hasanwjy66/status/1764131731643482287
Sun Mar 03 01:28:05 +0000 2024;1,7641E+18;@manvsiawi Gua lagi mau coba produk yg dipake si tasya farasya nnti w review a;0;1;0;0;in;1,09676E+18;1,76392E+18;kiaptenmarvel;https://twitter.com/kiaptenmarvel/status/1764100398741352715
Sun Mar 03 00:09:23 +0000 2024;1,76408E+18;PENYELAMAT RAMBUT LEPEK, BERMINYAK DAN RONTOK 😭👇🏻  lavojoy hold me tight yg udah approved by Laura Siburian dan Tasya Farasya 🥹✅ https://t.co/Sjf1d8akhN;2;2;7;21;in;1,08969E+18;1,76408E+18;ticiszz;https://twitter.com/ticiszz/status/1764080594697568343
Sat Mar 02 20:43:05 +0000 2024;1,76403E+18;10 Artis yang Mengaku Jarang Mandi, Tasya Farasya Tak Mau Kulitnya Kering - Livy Renata Tak Mandi Saat Sekolah https://t.co/7lydpc1Gtu via @kapanlagicom;0;0;0;1;in;1,63751E+18;1,76403E+18;PornaSamsu53015;https://twitter.com/PornaSamsu53015/status/1764028679045419385
Sat Mar 02 16:32:25 +0000 2024;1,76397E+18;dan yg paling aku suka ini shade 13 hot cocoa.  KAYAK LIAT AJA NUDE BROWN… yg cakep bgt!!!  ini bisa dijadiin daleman ombre, juga bisa buat full lips, bahkan aku pernah liat videonya Tasya Farasya hot cocoa ini dijadiin lip liner gitu juga cakeeep pol🫵 https://t.co/2TxwaqrV4p;0;1;0;0;in;9,62207E+17;1,76385E+18;linskinjournal;https://twitter.com/linskinjournal/status/1763965595924766840
Sat Mar 02 16:23:17 +0000 2024;1,76396E+18;@hwanring kak, kamu tu ternyata lebih mirip tsania marwa drpd tasya farasya😭;0;1;0;0;in;1,06484E+18;1,76396E+18;roselavien_;https://twitter.com/roselavien_/status/1763963296489607535
Sat Mar 02 15:43:55 +0000 2024;1,76395E+18;Siapa influencer yg biasanya kalian jadin pedoman tiap beli make up gt ges? Tasya farasya nggak?;0;5;0;0;in;9,80322E+17;1,76395E+18;okidookiooo;https://twitter.com/okidookiooo/status/1763953391552860555
Sat Mar 02 13:59:02 +0000 2024;1,76393E+18;@rurulistyana duhh tasya farasya approvedd😍🥺;0;0;0;0;in;105399269;1,76384E+18;nadiawidha;https://twitter.com/nadiawidha/status/1763926996810351058
Sat Mar 02 12:52:48 +0000 2024;1,76391E+18;Pantes ya tasya farasya approved ternyata emang sebagus itu;0;0;0;0;in;1,74384E+18;1,76391E+18;Withoutyou25433;https://twitter.com/Withoutyou25433/status/1763910327467720964
Sat Mar 02 12:19:56 +0000 2024;1,7639E+18;@yourhoonny Aku lg pake dari pinkflash sebelumnya pake mate tipis tipis biar menutupi aib bibir pucat gelapku, kl mau yg ada warnanya bisa pake MOP gws nya tasya farasya 😋;0;1;0;0;in;4660046968;1,76386E+18;tartagIiea;https://twitter.com/tartagIiea/status/1763902056274997629
Sat Mar 02 11:36:38 +0000 2024;1,76389E+18;wanginya enak bgt 😭 tipe wangi woody yg elegant tapi ada wangi manis vanilla floralnya!!  pantesan aja Tasya Farasya suka 🥹 https://t.co/i5FwCZr7j2;0;2;53;57;in;1,67679E+18;1,76389E+18;byboow;https://twitter.com/byboow/status/1763891157497729067
Sat Mar 02 09:49:46 +0000 2024;1,76386E+18;@tanyakanrl Ya benar aku sudah tidak perawan 😔. Tapi TASYA FARASYA MOM OF TWO GA GINI ANJING KELOPAK MATANYA KARENA DIA HOODED EYE. GUE TAU TIKTOK BANYAK KONTEN TOLOL TP INI KEBANGETAN.;0;0;0;0;in;1,5097E+18;1,76376E+18;mastaeseung;https://twitter.com/mastaeseung/status/1763864265264607493
Sat Mar 02 09:46:39 +0000 2024;1,76386E+18;Seriuss demi apa aku nemuin parfum wanginya kalem banget fresh sweet floral Tasya Farasya’s pick, BPOM dan Halal certified dan under 100K 👍  Wanginya tuh menjadi satu kesatuan gabung tapi ga bikin enek Cocok banget yang ga suka wangi maniss ini bsa jadi pilihan yang tepat !!! https://t.co/WaueoexSeU;1;7;48;51;in;8,70288E+17;1,76386E+18;sviadersa;https://twitter.com/sviadersa/status/1763863479524692427
Sat Mar 02 09:32:33 +0000 2024;1,76386E+18;@ohmybeautybank Yg ini, karena approved tasya farasya setelah cobain ternyata bagus juga https://t.co/tcZo08eBPm;0;0;0;0;in;311821851;1,76384E+18;Riska17;https://twitter.com/Riska17/status/1763859931495891297
Sat Mar 02 09:09:40 +0000 2024;1,76385E+18;SIAPA YANG SUKA BODY SERUM LAVOJOY FAVORITNYA TASYA FARASYA SATU INI?!   Wkwk aku jadi ikut keracunan juga!!😍 https://t.co/CtBPTGBQqa;0;13;82;196;in;1,23995E+18;1,76385E+18;nanaspineapel;https://twitter.com/nanaspineapel/status/1763854173672759707
Sat Mar 02 08:39:27 +0000 2024;1,76385E+18;@bitterie9yu Ka via harus cobain cleansing balm oasea!! Bagus bgtt, approved by tasyafarasya😆 tekstur awalnya kaya odol thick gitu tapi pas udh di blend melting bgtt👍👍 bersih bgt buat ngapus makeup yg tebel2;0;1;0;0;in;1,72355E+18;1,76384E+18;anshelhan;https://twitter.com/anshelhan/status/1763846571278623004
Sat Mar 02 08:11:16 +0000 2024;1,76384E+18;Lagi nyari parfum yang wanginya elegan yang cocok dipake ngantor,acara formal ataupun ngedate sama doi sambil dinner romantis ❤️ Parfumnya dah TASYA FARASYA APPROVED.  Plish COBAIN PARFUME dari SUMMERSCENT‼️ https://t.co/NLJJ6oarLM;0;23;27;35;in;1,08878E+18;1,76384E+18;rurulistyana;https://twitter.com/rurulistyana/status/1763839476621824312
Sat Mar 02 06:51:17 +0000 2024;1,76382E+18;Cek [Tasya Farasya Approved] NEW! Wardah Matte Lip Cream - Non Dry Formula, High Pigmented, SPF 20 PA++ dengan harga Rp53.200. Dapatkan di Shopee sekarang! https://t.co/l7sCvzfxMT https://t.co/zLob0MyNeB;0;0;0;0;in;1,55398E+18;1,76382E+18;belanjadithaid;https://twitter.com/belanjadithaid/status/1763819346709938566
Sat Mar 02 06:32:43 +0000 2024;1,76381E+18;[cm] hi, adakah yang mau bantuin isi kuesioner skripsiku? Kriteria mengikuti TikTok Tasya Farasya. Tolong bantuannya yah, nanti aku DM. kalo mau barter juga boleh banget!! https://t.co/5826EC1JrT;0;9;1;1;in;1,04608E+18;1,76381E+18;collegemenfess;https://twitter.com/collegemenfess/status/1763814677870768190
Sat Mar 02 05:40:25 +0000 2024;1,7638E+18;siapa sihh yang gamau 'feelin feminine and elegant' pake parfum 70ribuan😆💗 ohh dan udah Tasya Farasya Approve!👀  lagi nyobain Ophelie punyanya Summerscent, wanginya beneran ngasih kesan feminim dan elegan🌸 https://t.co/cg2eNfSy9V;0;26;67;88;in;1,1855E+18;1,7638E+18;Zulfamuu;https://twitter.com/Zulfamuu/status/1763801515209412904
Sat Mar 02 03:56:03 +0000 2024;1,76378E+18;@ohmybeautybank kurangin pake deo juga. Pengalamanku pake deo merk apapun bikin keti gelap😭  Bisa ganti pake deo tawas atau deorex ini bagus banget. Aku keracunan tasya farasya🤭 Wanginya enak banget fruity + floral &amp  ga bikin keti item. Malah cerahan karna mengandung vit. C &amp  niacinamide👌🏻;0;1;0;5;in;1,71055E+18;1,76377E+18;pweetynxi;https://twitter.com/pweetynxi/status/1763775247508222016
Sat Mar 02 03:27:11 +0000 2024;1,76377E+18;approved by tasya farasya;0;0;0;0;in;1,30374E+18;1,76377E+18;natnataliyee;https://twitter.com/natnataliyee/status/1763767983162429812
Sat Mar 02 03:26:14 +0000 2024;1,76377E+18;❝ REKOMENDASI GANTUNGAN KUNCI KIYOWO ❞ ~~ A Thread ~~  Kelas 12 smrookies bintang emon 2,1 Juta Jason Seunghan cindercella WINTER REAL WORD TEASER Shohei #SR22B Eunseok Pagii KEP1ER FOURTH WIN #MTVLAFANDOMEXO SECTOR 17 IS COMING tasya farasya https://t.co/QnvTsK2nk0;0;1;0;0;in;1,59831E+18;1,76377E+18;AriatarTina;https://twitter.com/AriatarTina/status/1763767744368181708
Sat Mar 02 02:00:32 +0000 2024;1,76375E+18;✨STOP SCROLLING ✨kalo kamu punya masalah kulit kusam, komedoan, redness, sampe jerawat  coba deh maskeran pake crazy rich juice clay mask dari kouru beauty🫵  FYI, ini udah dicoba sama tasya farasya juga, lho! yakin gamau coba?  #rekomenlookie  #racuninskincare https://t.co/ZsuGvMfvFD;1;2;100;108;in;2427049968;1,76375E+18;lookiewolf;https://twitter.com/lookiewolf/status/1763746178305585596
Sat Mar 02 01:58:37 +0000 2024;1,76375E+18;Sebenernya ada lagi wishlist ku. Pengen liat Nabila bold make up 🤣 semoga ada project yang dia pkek make up bold kayak tasya farasya🤣 *amin;0;0;0;6;in;1,58871E+18;1,76375E+18;onyourcegil;https://twitter.com/onyourcegil/status/1763745694442250425
Sat Mar 02 01:00:13 +0000 2024;1,76373E+18;Anjir lah ini produk tasya farasya kok bagus bagus banget?😭;0;0;0;0;in;1,18231E+18;1,76373E+18;gestbysilpi;https://twitter.com/gestbysilpi/status/1763731000495145029
Fri Mar 01 19:46:50 +0000 2024;1,76365E+18;Tasya farasya demi apa si pake shinzui juga? Makin susah aja gw nyari itu di indomart alfamart anjrot🙂;0;0;0;0;in;1500002155;1,76365E+18;BolabolaaUbi;https://twitter.com/BolabolaaUbi/status/1763652132316790871
Fri Mar 01 17:35:30 +0000 2024;1,76362E+18;@sufe_rubyjane @LaurenJauregui mirip yh sama tasya farasya;0;1;0;0;in;1,61239E+18;1,76362E+18;imhlyrosie;https://twitter.com/imhlyrosie/status/1763619084640674192
Fri Mar 01 17:22:40 +0000 2024;1,76362E+18;yg paling kiri siapa? mirip tasya farasya;0;3;0;0;in;1,61239E+18;1,76362E+18;imhlyrosie;https://twitter.com/imhlyrosie/status/1763615852971377074
Fri Mar 01 16:25:15 +0000 2024;1,7636E+18;#Terpopuler #FOTO Cantik banget! Tasya Farasya tampil menawan mengenakan dress berwarna sage saat ia menjadi bridesmaid nih. Berikut potret cantiknya.😍  https://t.co/1L3Im78QNd;0;0;0;1;in;95579729;1,7636E+18;wolipop;https://twitter.com/wolipop/status/1763601404558516471
Fri Mar 01 15:25:55 +0000 2024;1,76359E+18;Tasya farasya :  Harta yg paling berharga adalah BALENCIAGA;0;0;0;1;in;428899478;1,76359E+18;Burhanudin1994;https://twitter.com/Burhanudin1994/status/1763586473054642616
Fri Mar 01 14:47:50 +0000 2024;1,76358E+18;@zhlide No need lah. Aku udah Tasya Farasya Approved. https://t.co/NLkDECyGRt;1;1;0;0;in;7,19718E+17;1,76357E+18;prinsalim;https://twitter.com/prinsalim/status/1763576887870431475
Fri Mar 01 14:42:31 +0000 2024;1,76358E+18;event klmpkku apa kita undang tasya farasya aja ya?;0;0;0;0;in;1,07882E+18;1,76358E+18;cereliamon;https://twitter.com/cereliamon/status/1763575551326097416
Fri Mar 01 12:34:44 +0000 2024;1,76354E+18;ketemu tasya farasya di cp;0;1;0;0;in;736130335;1,76354E+18;ayurillaf;https://twitter.com/ayurillaf/status/1763543392167018647
Fri Mar 01 12:19:18 +0000 2024;1,76354E+18;Sekelas tasya farasya pun ngasih intern mop gadibayar kwkwkw;0;0;0;0;in;1,3452E+18;1,76354E+18;soulrevelaticn;https://twitter.com/soulrevelaticn/status/1763539508187004993
Fri Mar 01 12:05:44 +0000 2024;1,76354E+18;@cungunn NGAKAK TASYA FARASYA, INDY SUPER DUPER PROUD TO HAVE U AND KAMON AS HER LONGLIFE FIE AYAYUUU CINTAKU KECILKU KAKAKU ADIKKU😭😭😭💛💛💛;0;1;0;1;in;1,60237E+18;1,76348E+18;ackermmn;https://twitter.com/ackermmn/status/1763536094052987258
Fri Mar 01 11:39:40 +0000 2024;1,76353E+18;Ketemu tasya farasya di cp;0;1;0;0;in;1,33213E+18;1,76353E+18;fangirleonni;https://twitter.com/fangirleonni/status/1763529533305807262
Fri Mar 01 10:47:21 +0000 2024;1,76352E+18;awalnya sempet ragu karna harganya murah banget kan (( eh pas nyoba nyoba kok ngurangin ya xixi alhasil senenng bgt dong, literally guys ini aku 2x pemakaian aja udh ngurangin bgt ketombe nyaa ajibbbbb. Terus shampoo ini juga pernah di review tasya farasya tau lah sebagus apa;0;1;0;0;in;1,75329E+18;1,76352E+18;reviewheidy;https://twitter.com/reviewheidy/status/1763516368727802112
Fri Mar 01 10:40:30 +0000 2024;1,76351E+18;@nna @mopbeauty Ngingetin aku sama koleksi tasya farasya x elsheskin tahun 2018;0;0;0;0;in;1,30161E+18;1,7635E+18;decal__comanie;https://twitter.com/decal__comanie/status/1763514644667453609
Fri Mar 01 09:22:55 +0000 2024;1,7635E+18;[TASYA FARASYA APPROVED]  SOMETHINC Diamond Phyto Stem Cell Serum - Serum Diamond untuk Kulit Berkilau dan Cerah   Rp149.000.    https://t.co/aWj7570xCc https://t.co/90InS4f5iH;0;0;0;1;in;1,28544E+18;1,7635E+18;ladyb2504;https://twitter.com/ladyb2504/status/1763495119913943478
Fri Mar 01 08:33:40 +0000 2024;1,76348E+18;Wonderlux Drop Dead Growgeous! Densifying Hair Serum Hair Growth Serum Penumbuh Rambut Lebat 75ml (Tasya Farasya Approved)   https://t.co/PpGXqgLDbQ https://t.co/g7WjxuUoOR;0;1;1;1;in;1,74383E+18;1,76345E+18;bulanapril98;https://twitter.com/bulanapril98/status/1763482727150649839
Fri Mar 01 08:14:08 +0000 2024;1,76348E+18;Kaya yang aku bilang tadi, ini formulanya luar biasa! Ga perlu ragu karena ini MOP dan in Tasya Farasya Approved we trust yekann~🫰  Teksturnya creamy dan pigmentasinya oke parah. Pake 1 celup dan 1 layer aja langsung keluar warnanya dan langsung bisa nutupin warna bibirku yang… https://t.co/k50H3DjDGm;0;1;0;0;in;9,72632E+17;1,76314E+18;bulbulkun;https://twitter.com/bulbulkun/status/1763477810780553603
Fri Mar 01 07:08:25 +0000 2024;1,76346E+18;siapa yang ke central park hari ini?👀 ada mother tasya farasya looh🦋;0;0;0;3;in;1,4587E+18;1,76346E+18;mopbeauty;https://twitter.com/mopbeauty/status/1763461273118028109
Fri Mar 01 06:33:25 +0000 2024;1,76345E+18;Temukan dan dapatkan MOP - Abracadabrow Tinted Brow Laminator [Made by Tasya Farasya] hanya Rp91.392 di Shopee sekarang juga! https://t.co/BDkZoIFCLw #ShopeeID https://t.co/T2VYOqwliu;0;0;0;0;in;547464587;1,76345E+18;febriinspirit;https://twitter.com/febriinspirit/status/1763452466052657554
Fri Mar 01 06:00:00 +0000 2024;1,76344E+18;Beberapa waktu lalu influencer Tasya Farasya hadir di pernikahan salah satu sahabatnya sebagai bridesmaid. Ia tampil menawan mengenakan dress berwarna sage. https://t.co/vndHFhjgXM;0;0;0;0;in;8,64335E+17;1,76344E+18;haibundacom;https://twitter.com/haibundacom/status/1763444054400860474
Fri Mar 01 04:57:40 +0000 2024;1,76343E+18;JAWABAN DARI PERMASALAHAN RAMBUT KALIAN NIH GUYS✨worth it Tasya Farasya Approved ✨ #antirontok #antiketombe #haircare #racuninskincare https://t.co/Ogch86go6y;0;0;0;0;in;1,51607E+18;1,76343E+18;amandafrnt;https://twitter.com/amandafrnt/status/1763428369981686145
